trades,win_rate,avg_pnl_pct,total_pnl_pct,expectancy,profit_factor,avg_win,avg_loss,avg_peak_pnl,avg_return_t7,peak_pnl_pct,max_drawdown_pct,tp_pct,sl_pct,score_threshold,max_hold_days,max_mcap_M
45,22.2,-0.296,-13.32,-0.296,0.806,5.521,1.958,3.85,0.0,14.21,28.59,15.0,2.0,35,2,1000
12,8.3,-0.472,-5.66,-0.4719,0.715,14.211,1.807,6.39,0.0,14.21,11.95,15.0,2.0,35,3,100
14,14.3,-0.196,-2.74,-0.1959,0.878,9.91,1.88,6.23,0.0,14.21,10.62,15.0,2.0,35,3,150
16,12.5,-0.444,-7.11,-0.4442,0.736,9.91,1.923,5.47,0.0,14.21,13.3,15.0,2.0,35,3,200
22,18.2,-0.426,-9.37,-0.4259,0.729,6.314,1.924,5.08,0.0,14.21,18.87,15.0,2.0,35,3,300
31,22.6,0.078,2.42,0.0781,1.049,7.383,2.053,5.01,0.0,14.21,14.53,15.0,2.0,35,3,500
45,22.2,-0.498,-22.41,-0.4979,0.712,5.543,2.224,3.91,0.0,14.21,28.63,15.0,2.0,35,3,1000
12,16.7,0.812,9.74,0.8118,1.522,14.211,1.868,64.4,0.0,14.21,11.95,15.0,2.0,35,4,100
14,21.4,0.83,11.62,0.8297,1.544,10.995,1.943,56.18,0.0,14.21,7.38,15.0,2.0,35,4,150
16,18.8,0.433,6.93,0.433,1.266,10.995,2.004,49.17,0.0,14.21,9.38,15.0,2.0,35,4,200
22,22.7,0.407,8.96,0.4074,1.254,8.855,2.077,36.86,0.0,14.21,12.41,15.0,2.0,35,4,300
31,25.8,0.824,25.53,0.8237,1.52,9.325,2.133,27.64,0.0,14.21,12.41,15.0,2.0,35,4,500
45,22.2,0.006,0.26,0.0058,1.003,7.898,2.249,19.59,0.0,14.21,25.67,15.0,2.0,35,4,1000
12,16.7,0.748,8.98,0.7482,1.462,14.211,1.944,64.4,0.0,14.21,11.95,15.0,2.0,35,5,100
14,21.4,1.464,20.5,1.4644,1.926,14.211,2.012,56.48,0.0,14.21,7.03,15.0,2.0,35,5,150
16,18.8,1.021,16.34,1.0211,1.621,14.211,2.023,49.47,0.0,14.21,7.03,15.0,2.0,35,5,200
22,22.7,0.858,18.88,0.8584,1.531,10.888,2.091,37.14,0.0,14.21,12.41,15.0,2.0,35,5,300
31,25.8,1.321,40.95,1.3209,1.831,11.282,2.144,28.07,0.0,14.21,12.41,15.0,2.0,35,5,500
45,24.4,0.522,23.49,0.522,1.298,9.306,2.32,20.0,0.0,14.21,22.16,15.0,2.0,35,5,1000
12,16.7,0.687,8.25,0.6873,1.409,14.211,2.017,64.4,0.0,14.21,11.95,15.0,2.0,35,7,100
14,21.4,1.412,19.77,1.4122,1.865,14.211,2.078,56.48,0.0,14.21,7.76,15.0,2.0,35,7,150
16,18.8,1.003,16.05,1.0031,1.604,14.211,2.045,49.48,0.0,14.21,7.76,15.0,2.0,35,7,200
22,22.7,0.902,19.85,0.9024,1.55,11.186,2.122,37.22,0.0,14.21,13.14,15.0,2.0,35,7,300
31,25.8,1.512,46.87,1.5118,1.941,12.087,2.166,28.28,0.0,14.21,13.14,15.0,2.0,35,7,500
45,24.4,0.916,41.2,0.9157,1.519,10.964,2.335,20.36,0.0,14.21,20.25,15.0,2.0,35,7,1000
12,16.7,0.376,4.51,0.376,1.267,10.714,1.692,5.6,0.0,14.21,7.16,15.0,3.0,35,1,100
14,21.4,0.273,3.82,0.273,1.186,8.14,1.873,5.44,0.0,14.21,10.85,15.0,3.0,35,1,150
16,18.8,-0.066,-1.05,-0.0659,0.959,8.14,1.96,4.77,0.0,14.21,14.53,15.0,3.0,35,1,200
22,22.7,0.082,1.81,0.0822,1.06,6.412,1.779,4.27,0.0,14.21,13.96,15.0,3.0,35,1,300
31,25.8,0.297,9.22,0.2973,1.21,6.637,1.908,4.22,0.0,14.21,12.14,15.0,3.0,35,1,500
45,24.4,-0.446,-20.06,-0.4458,0.733,4.994,2.206,3.23,0.0,14.21,27.44,15.0,3.0,35,1,1000
12,16.7,0.865,10.38,0.8652,1.575,14.211,1.804,6.39,0.0,14.21,7.93,15.0,3.0,35,2,100
14,21.4,0.804,11.26,0.8044,1.518,10.995,1.975,6.23,0.0,14.21,11.61,15.0,3.0,35,2,150
16,18.8,0.346,5.54,0.3463,1.202,10.995,2.111,5.47,0.0,14.21,15.29,15.0,3.0,35,2,200
22,27.3,0.581,12.78,0.5811,1.405,7.386,1.971,5.08,0.0,14.21,12.84,15.0,3.0,35,2,300
31,29.0,0.69,21.38,0.6895,1.461,7.527,2.108,4.98,0.0,14.21,13.52,15.0,3.0,35,2,500
45,24.4,-0.194,-8.73,-0.1941,0.888,6.311,2.299,3.91,0.0,14.21,29.24,15.0,3.0,35,2,1000
12,16.7,0.688,8.25,0.6878,1.409,14.211,2.017,6.39,0.0,14.21,8.56,15.0,3.0,35,3,100
14,21.4,0.727,10.18,0.7272,1.427,11.344,2.168,6.23,0.0,14.21,11.61,15.0,3.0,35,3,150
16,18.8,0.301,4.82,0.3014,1.165,11.344,2.247,5.47,0.0,14.21,15.29,15.0,3.0,35,3,200
22,22.7,0.043,0.95,0.043,1.025,7.894,2.266,5.08,0.0,14.21,22.47,15.0,3.0,35,3,300
31,25.8,0.358,11.09,0.3577,1.202,8.237,2.383,5.01,0.0,14.21,19.31,15.0,3.0,35,3,500
45,26.7,-0.376,-16.92,-0.376,0.811,6.06,2.716,4.03,0.0,14.21,34.04,15.0,3.0,35,3,1000
12,25.0,1.972,23.66,1.9716,2.247,14.211,2.108,64.4,0.0,14.21,8.56,15.0,3.0,35,4,100
14,28.6,1.753,24.54,1.7528,2.083,11.799,2.266,56.18,0.0,14.21,8.03,15.0,3.0,35,4,150
16,25.0,1.179,18.86,1.1786,1.665,11.799,2.361,49.17,0.0,14.21,9.36,15.0,3.0,35,4,200
22,27.3,0.878,19.33,0.8784,1.493,9.748,2.448,36.86,0.0,14.21,14.35,15.0,3.0,35,4,300
31,29.0,1.036,32.13,1.0364,1.567,9.868,2.576,27.64,0.0,14.21,15.39,15.0,3.0,35,4,500
45,26.7,0.032,1.46,0.0324,1.016,7.921,2.836,19.71,0.0,14.21,27.68,15.0,3.0,35,4,1000
12,25.0,1.908,22.9,1.9079,2.16,14.211,2.193,64.4,0.0,14.21,8.56,15.0,3.0,35,5,100
14,28.6,2.387,33.42,2.3874,2.427,14.211,2.342,56.48,0.0,14.21,8.03,15.0,3.0,35,5,150
16,25.0,1.767,28.27,1.7666,1.989,14.211,2.381,49.47,0.0,14.21,8.84,15.0,3.0,35,5,200
22,27.3,1.282,28.21,1.2821,1.697,11.441,2.528,37.14,0.0,14.21,15.39,15.0,3.0,35,5,300
31,29.0,1.529,47.4,1.5289,1.831,11.607,2.594,28.07,0.0,14.21,15.39,15.0,3.0,35,5,500
45,26.7,0.497,22.36,0.4969,1.237,9.714,2.855,20.12,0.0,14.21,25.65,15.0,3.0,35,5,1000
12,25.0,1.764,21.17,1.7643,1.986,14.211,2.385,64.4,0.0,14.21,8.56,15.0,3.0,35,7,100
14,28.6,2.264,31.7,2.2643,2.261,14.211,2.514,56.48,0.0,14.21,9.75,15.0,3.0,35,7,150
16,25.0,1.687,26.99,1.6866,1.904,14.211,2.488,49.48,0.0,14.21,9.75,15.0,3.0,35,7,200
22,27.3,1.264,27.81,1.2639,1.657,11.69,2.646,37.22,0.0,14.21,17.12,15.0,3.0,35,7,300
31,32.3,1.771,54.91,1.7713,1.957,11.228,2.732,28.36,0.0,14.21,17.12,15.0,3.0,35,7,500
45,28.9,0.909,40.89,0.9087,1.429,10.476,2.978,20.54,0.0,14.21,24.48,15.0,3.0,35,7,1000
12,16.7,0.21,2.52,0.2103,1.134,10.714,1.89,5.6,0.0,14.21,7.16,15.0,4.0,35,1,100
14,21.4,0.06,0.84,0.06,1.036,8.14,2.144,5.44,0.0,14.21,11.84,15.0,4.0,35,1,150
16,18.8,-0.314,-5.03,-0.3144,0.829,8.14,2.265,4.77,0.0,14.21,16.52,15.0,4.0,35,1,200
22,22.7,-0.098,-2.17,-0.0985,0.937,6.412,2.013,4.27,0.0,14.21,15.95,15.0,4.0,35,1,300
31,25.8,0.073,2.26,0.0729,1.044,6.637,2.21,4.22,0.0,14.21,14.13,15.0,4.0,35,1,500
45,24.4,-0.755,-33.98,-0.7551,0.618,4.994,2.615,3.23,0.0,14.21,35.96,15.0,4.0,35,1,1000
12,16.7,0.7,8.39,0.6995,1.419,14.211,2.003,6.39,0.0,14.21,7.93,15.0,4.0,35,2,100
14,21.4,0.591,8.28,0.5914,1.335,10.995,2.246,6.23,0.0,14.21,12.6,15.0,4.0,35,2,150
16,18.8,0.098,1.56,0.0978,1.05,10.995,2.417,5.47,0.0,14.21,17.28,15.0,4.0,35,2,200
22,27.3,0.4,8.81,0.4004,1.248,7.386,2.219,5.08,0.0,14.21,14.82,15.0,4.0,35,2,300
31,29.0,0.465,14.42,0.4651,1.27,7.527,2.424,4.98,0.0,14.21,15.51,15.0,4.0,35,2,500
45,26.7,-0.419,-18.84,-0.4187,0.787,5.795,2.678,3.91,0.0,14.21,31.4,15.0,4.0,35,2,1000
12,16.7,0.439,5.27,0.4393,1.228,14.211,2.315,6.39,0.0,14.21,10.55,15.0,4.0,35,3,100
14,21.4,0.443,6.21,0.4432,1.223,11.344,2.53,6.23,0.0,14.21,12.6,15.0,4.0,35,3,150
16,18.8,-0.009,-0.15,-0.0093,0.996,11.344,2.629,5.47,0.0,14.21,17.28,15.0,4.0,35,3,200
22,22.7,-0.228,-5.02,-0.228,0.887,7.894,2.617,5.08,0.0,14.21,25.45,15.0,4.0,35,3,300
31,25.8,0.07,2.16,0.0696,1.034,8.237,2.771,5.01,0.0,14.21,24.26,15.0,4.0,35,3,500
45,26.7,-0.683,-30.72,-0.6826,0.703,6.06,3.134,4.05,0.0,14.21,41.89,15.0,4.0,35,3,1000
12,25.0,1.723,20.68,1.7231,1.942,14.211,2.44,64.4,0.0,14.21,10.55,15.0,4.0,35,4,100
14,28.6,1.469,20.56,1.4688,1.772,11.799,2.663,56.18,0.0,14.21,9.35,15.0,4.0,35,4,150
16,25.0,0.868,13.89,0.8679,1.417,11.799,2.776,49.17,0.0,14.21,11.35,15.0,4.0,35,4,200
22,27.3,0.607,13.36,0.6073,1.296,9.748,2.82,36.86,0.0,14.21,16.34,15.0,4.0,35,4,300
31,29.0,0.716,22.19,0.7157,1.333,9.868,3.028,27.64,0.0,14.21,18.37,15.0,4.0,35,4,500
45,28.9,-0.288,-12.96,-0.2881,0.881,7.372,3.4,19.74,0.0,14.21,34.64,15.0,4.0,35,4,1000
12,25.0,1.659,19.91,1.6594,1.876,14.211,2.524,64.4,0.0,14.21,10.55,15.0,4.0,35,5,100
14,28.6,2.103,29.45,2.1034,2.075,14.211,2.74,56.48,0.0,14.21,9.35,15.0,4.0,35,5,150
16,25.0,1.456,23.3,1.456,1.694,14.211,2.796,49.47,0.0,14.21,10.83,15.0,4.0,35,5,200
22,27.3,0.966,21.25,0.9659,1.448,11.441,2.962,37.14,0.0,14.21,18.37,15.0,4.0,35,5,300
31,29.0,1.176,36.46,1.1762,1.536,11.607,3.091,28.07,0.0,14.21,18.37,15.0,4.0,35,5,500
45,26.7,0.033,1.49,0.0331,1.013,9.714,3.487,20.16,0.0,14.21,32.61,15.0,4.0,35,5,1000
12,25.0,1.511,18.13,1.5108,1.74,14.211,2.723,64.4,0.0,14.21,10.55,15.0,4.0,35,7,100
14,28.6,1.976,27.66,1.9761,1.948,14.211,2.918,56.48,0.0,14.21,10.8,15.0,4.0,35,7,150
16,25.0,1.372,21.96,1.3723,1.629,14.211,2.907,49.48,0.0,14.21,10.8,15.0,4.0,35,7,200
22,27.3,0.9,19.8,0.8998,1.393,11.69,3.147,37.22,0.0,14.21,20.16,15.0,4.0,35,7,300
31,32.3,1.385,42.92,1.3846,1.619,11.228,3.303,28.36,0.0,14.21,20.16,15.0,4.0,35,7,500
45,28.9,0.421,18.96,0.4214,1.162,10.476,3.663,20.57,0.0,14.21,30.17,15.0,4.0,35,7,1000
12,16.7,0.045,0.54,0.0447,1.026,10.714,2.089,5.6,0.0,14.21,8.06,15.0,5.0,35,1,100
14,21.4,-0.153,-2.14,-0.153,0.919,8.14,2.415,5.44,0.0,14.21,12.83,15.0,5.0,35,1,150
16,18.8,-0.485,-7.76,-0.4848,0.759,8.14,2.475,4.77,0.0,14.21,17.25,15.0,5.0,35,1,200
22,22.7,-0.222,-4.89,-0.2225,0.868,6.412,2.174,4.27,0.0,14.21,16.69,15.0,5.0,35,1,300
31,25.8,-0.059,-1.84,-0.0595,0.966,6.637,2.389,4.22,0.0,14.21,14.51,15.0,5.0,35,1,500
45,24.4,-0.736,-33.13,-0.7362,0.624,4.994,2.59,3.23,0.0,14.21,34.12,15.0,5.0,35,1,1000
12,16.7,0.534,6.41,0.5338,1.291,14.211,2.202,6.39,0.0,14.21,8.42,15.0,5.0,35,2,100
14,21.4,0.378,5.3,0.3784,1.191,10.995,2.517,6.23,0.0,14.21,13.6,15.0,5.0,35,2,150
16,18.8,-0.151,-2.41,-0.1507,0.932,10.995,2.723,5.47,0.0,14.21,19.27,15.0,5.0,35,2,200
22,27.3,0.22,4.83,0.2196,1.122,7.386,2.468,5.08,0.0,14.21,16.81,15.0,5.0,35,2,300
31,29.0,0.265,8.2,0.2646,1.138,7.527,2.706,4.98,0.0,14.21,17.5,15.0,5.0,35,2,500
45,26.7,-0.396,-17.84,-0.3964,0.796,5.795,2.648,3.95,0.0,14.21,28.19,15.0,5.0,35,2,1000
12,16.7,0.191,2.29,0.1908,1.088,14.211,2.613,6.39,0.0,14.21,12.53,15.0,5.0,35,3,100
14,21.4,0.159,2.23,0.1592,1.07,11.344,2.891,6.23,0.0,14.21,13.6,15.0,5.0,35,3,150
16,18.8,-0.32,-5.12,-0.3199,0.869,11.344,3.011,5.47,0.0,14.21,19.27,15.0,5.0,35,3,200
22,22.7,-0.433,-9.53,-0.4333,0.805,7.894,2.882,5.08,0.0,14.21,26.99,15.0,5.0,35,3,300
31,25.8,-0.172,-5.34,-0.1722,0.925,8.237,3.097,5.01,0.0,14.21,27.78,15.0,5.0,35,3,500
45,28.9,-0.698,-31.43,-0.6984,0.703,5.713,3.303,4.16,0.0,14.21,41.53,15.0,5.0,35,3,1000
12,25.0,1.475,17.7,1.4746,1.71,14.211,2.771,64.4,0.0,14.21,12.53,15.0,5.0,35,4,100
14,28.6,1.185,16.59,1.1848,1.542,11.799,3.061,56.18,0.0,14.21,11.34,15.0,5.0,35,4,150
16,25.0,0.557,8.92,0.5573,1.233,11.799,3.19,49.17,0.0,14.21,13.34,15.0,5.0,35,4,200
22,27.3,0.336,7.4,0.3362,1.145,9.748,3.193,36.86,0.0,14.21,18.33,15.0,5.0,35,4,300
31,29.0,0.395,12.25,0.3951,1.16,9.868,3.48,27.64,0.0,14.21,21.36,15.0,5.0,35,4,500
45,31.1,-0.16,-7.21,-0.1603,0.935,7.373,3.563,19.97,0.0,14.21,32.82,15.0,5.0,35,4,1000
12,25.0,1.411,16.93,1.4109,1.659,14.211,2.856,64.4,0.0,14.21,12.53,15.0,5.0,35,5,100
14,28.6,1.819,25.47,1.8194,1.812,14.211,3.137,56.48,0.0,14.21,11.34,15.0,5.0,35,5,150
16,25.0,1.145,18.33,1.1454,1.476,14.211,3.21,49.47,0.0,14.21,12.82,15.0,5.0,35,5,200
22,27.3,0.699,15.37,0.6985,1.288,11.441,3.33,37.14,0.0,14.21,20.28,15.0,5.0,35,5,300
31,29.0,0.858,26.6,0.8582,1.342,11.607,3.539,28.07,0.0,14.21,21.36,15.0,5.0,35,5,500
45,31.1,-0.006,-0.28,-0.0063,0.998,8.624,3.904,20.41,0.0,14.21,32.56,15.0,5.0,35,5,1000
12,25.0,1.262,15.15,1.2623,1.551,14.211,3.054,64.4,0.0,14.21,12.53,15.0,5.0,35,7,100
14,28.6,1.692,23.69,1.6921,1.714,14.211,3.316,56.48,0.0,14.21,11.8,15.0,5.0,35,7,150
16,25.0,1.062,16.99,1.0616,1.426,14.211,3.321,49.48,0.0,14.21,12.37,15.0,5.0,35,7,200
22,27.3,0.538,11.84,0.5383,1.203,11.69,3.644,37.22,0.0,14.21,23.14,15.0,5.0,35,7,300
31,32.3,1.0,31.0,0.9998,1.381,11.228,3.871,28.36,0.0,14.21,23.14,15.0,5.0,35,7,500
45,33.3,0.501,22.53,0.5007,1.183,9.726,4.112,20.89,0.0,14.21,30.37,15.0,5.0,35,7,1000
12,16.7,-0.121,-1.45,-0.121,0.937,10.714,2.288,5.6,0.0,14.21,9.05,15.0,6.0,35,1,100
14,21.4,-0.366,-5.12,-0.366,0.827,8.14,2.686,5.44,0.0,14.21,13.83,15.0,6.0,35,1,150
16,18.8,-0.671,-10.74,-0.6712,0.695,8.14,2.705,4.77,0.0,14.21,18.25,15.0,6.0,35,1,200
22,22.7,-0.358,-7.88,-0.358,0.803,6.412,2.349,4.27,0.0,14.21,17.68,15.0,6.0,35,1,300
31,25.8,-0.22,-6.81,-0.2198,0.886,6.637,2.605,4.22,0.0,14.21,16.29,15.0,6.0,35,1,500
45,24.4,-0.913,-41.08,-0.913,0.572,4.994,2.824,3.23,0.0,14.21,41.08,15.0,6.0,35,1,1000
12,16.7,0.368,4.42,0.3682,1.184,14.211,2.4,6.39,0.0,14.21,9.41,15.0,6.0,35,2,100
14,21.4,0.165,2.32,0.1654,1.076,10.995,2.788,6.23,0.0,14.21,14.59,15.0,6.0,35,2,150
16,18.8,-0.331,-5.29,-0.3307,0.862,10.995,2.944,5.47,0.0,14.21,20.16,15.0,6.0,35,2,200
22,27.3,0.089,1.95,0.0888,1.046,7.386,2.648,5.08,0.0,14.21,17.7,15.0,6.0,35,2,300
31,29.0,0.108,3.34,0.1076,1.052,7.527,2.928,4.98,0.0,14.21,19.49,15.0,6.0,35,2,500
45,26.7,-0.571,-25.69,-0.5708,0.73,5.795,2.886,3.95,0.0,14.21,34.9,15.0,6.0,35,2,1000
12,16.7,0.368,4.42,0.3682,1.184,14.211,2.4,6.39,0.0,14.21,9.41,15.0,6.0,35,3,100
14,21.4,0.24,3.36,0.2402,1.11,11.344,2.788,6.23,0.0,14.21,14.59,15.0,6.0,35,3,150
16,18.8,-0.177,-2.84,-0.1775,0.923,11.344,2.836,5.47,0.0,14.21,19.12,15.0,6.0,35,3,200
22,22.7,-0.33,-7.25,-0.3298,0.845,7.894,2.748,5.08,0.0,14.21,26.84,15.0,6.0,35,3,300
31,25.8,-0.195,-6.04,-0.1949,0.916,8.237,3.128,5.01,0.0,14.21,29.62,15.0,6.0,35,3,500
45,28.9,-0.755,-33.96,-0.7547,0.686,5.713,3.382,4.16,0.0,14.21,43.07,15.0,6.0,35,3,1000
12,25.0,1.652,19.82,1.6519,1.869,14.211,2.534,64.4,0.0,14.21,9.41,15.0,6.0,35,4,100
14,28.6,1.266,17.72,1.2658,1.601,11.799,2.947,56.18,0.0,14.21,11.01,15.0,6.0,35,4,150
16,25.0,0.914,14.63,0.9144,1.449,11.799,2.714,49.18,0.0,14.21,11.01,15.0,6.0,35,4,200
22,27.3,0.551,12.12,0.5508,1.261,9.748,2.898,36.87,0.0,14.21,20.32,15.0,6.0,35,4,300
31,29.0,0.419,12.99,0.4191,1.171,9.868,3.446,27.64,0.0,14.21,24.34,15.0,6.0,35,4,500
45,31.1,-0.125,-5.63,-0.1252,0.948,7.373,3.512,19.97,0.0,14.21,31.68,15.0,6.0,35,4,1000
12,25.0,1.609,19.31,1.6093,1.828,14.211,2.591,64.63,0.0,14.21,9.16,15.0,6.0,35,5,100
14,28.6,1.918,26.86,1.9184,1.896,14.211,2.999,56.67,0.0,14.21,11.01,15.0,6.0,35,5,150
16,25.0,1.219,19.5,1.2189,1.522,14.211,3.112,49.65,0.0,14.21,11.01,15.0,6.0,35,5,200
22,27.3,0.707,15.55,0.7068,1.293,11.441,3.319,37.27,0.0,14.21,22.27,15.0,6.0,35,5,300
31,29.0,0.736,22.81,0.7358,1.279,11.607,3.711,28.16,0.0,14.21,24.34,15.0,6.0,35,5,500
45,31.1,-0.152,-6.84,-0.152,0.946,8.624,4.116,20.47,0.0,14.21,32.17,15.0,6.0,35,5,1000
12,33.3,1.949,23.39,1.9492,1.983,11.798,2.975,65.23,0.0,14.21,7.86,15.0,6.0,35,7,100
14,35.7,2.21,30.94,2.2098,2.015,12.281,3.385,57.19,0.0,14.21,12.79,15.0,6.0,35,7,150
16,31.2,1.612,25.8,1.6122,1.724,12.281,3.237,50.11,0.0,14.21,12.79,15.0,6.0,35,7,200
22,31.8,0.849,18.67,0.8486,1.333,10.672,3.735,37.68,0.0,14.21,25.12,15.0,6.0,35,7,300
31,35.5,1.092,33.85,1.0918,1.408,10.622,4.15,28.69,0.0,14.21,26.12,15.0,6.0,35,7,500
45,35.6,0.545,24.53,0.5452,1.195,9.403,4.342,21.11,0.0,14.21,31.86,15.0,6.0,35,7,1000
12,16.7,0.956,11.47,0.9558,1.768,13.199,1.493,5.6,0.0,19.18,7.16,20.0,2.0,35,1,100
14,21.4,0.841,11.77,0.841,1.668,9.797,1.601,5.44,0.0,19.18,9.85,20.0,2.0,35,1,150
16,18.8,0.493,7.89,0.4932,1.367,9.797,1.654,4.77,0.0,19.18,12.54,20.0,2.0,35,1,200
22,22.7,0.489,10.76,0.4889,1.409,7.406,1.546,4.27,0.0,19.18,11.97,20.0,2.0,35,1,300
31,25.8,0.604,18.73,0.6041,1.507,6.956,1.605,4.22,0.0,19.18,10.15,20.0,2.0,35,1,500
45,24.4,-0.101,-4.55,-0.1012,0.927,5.226,1.825,3.23,0.0,19.18,22.43,20.0,2.0,35,1,1000
12,8.3,0.037,0.44,0.0367,1.024,19.181,1.704,6.39,0.0,19.18,10.81,20.0,2.0,35,2,100
14,14.3,0.165,2.32,0.1654,1.108,11.872,1.786,6.23,0.0,19.18,10.62,20.0,2.0,35,2,150
16,12.5,-0.151,-2.41,-0.1508,0.908,11.872,1.868,5.47,0.0,19.18,13.3,20.0,2.0,35,2,200
22,22.7,0.22,4.83,0.2196,1.16,7.015,1.779,5.08,0.0,19.18,10.85,20.0,2.0,35,2,300
31,25.8,0.685,21.23,0.6848,1.503,7.934,1.837,5.26,0.0,19.18,13.69,20.0,2.0,35,2,500
45,22.2,-0.075,-3.38,-0.0752,0.951,6.515,1.958,4.04,0.0,19.18,28.59,20.0,2.0,35,2,1000
12,8.3,-0.058,-0.69,-0.0577,0.965,19.181,1.807,6.39,0.0,19.18,11.95,20.0,2.0,35,3,100
14,14.3,0.159,2.23,0.1591,1.099,12.395,1.88,6.23,0.0,19.18,10.62,20.0,2.0,35,3,150
16,12.5,-0.134,-2.14,-0.1336,0.921,12.395,1.923,5.47,0.0,19.18,13.3,20.0,2.0,35,3,200
22,18.2,-0.2,-4.4,-0.2,0.873,7.557,1.924,5.08,0.0,19.18,18.87,20.0,2.0,35,3,300
31,22.6,0.399,12.36,0.3988,1.251,8.803,2.053,5.29,0.0,19.18,14.53,20.0,2.0,35,3,500
45,22.2,-0.277,-12.47,-0.277,0.84,6.537,2.224,4.1,0.0,19.18,28.63,20.0,2.0,35,3,1000
12,16.7,1.64,19.68,1.6402,2.054,19.181,1.868,64.4,0.0,19.18,11.95,20.0,2.0,35,4,100
14,21.4,1.54,21.56,1.5397,2.009,14.308,1.943,56.18,0.0,19.18,7.38,20.0,2.0,35,4,150
16,18.8,1.054,16.87,1.0542,1.647,14.308,2.004,49.17,0.0,19.18,9.38,20.0,2.0,35,4,200
22,22.7,0.859,18.9,0.8592,1.535,10.843,2.077,36.86,0.0,19.18,12.41,20.0,2.0,35,4,300
31,25.8,1.305,40.44,1.3046,1.824,11.189,2.133,27.92,0.0,19.18,12.41,20.0,2.0,35,4,500
45,22.2,0.337,15.17,0.3371,1.193,9.389,2.249,19.78,0.0,19.18,25.67,20.0,2.0,35,4,1000
12,16.7,1.577,18.92,1.5765,1.973,19.181,1.944,64.4,0.0,19.18,11.95,20.0,2.0,35,5,100
14,21.4,1.859,26.03,1.859,2.176,16.053,2.012,56.48,0.0,19.18,7.03,20.0,2.0,35,5,150
16,18.8,1.366,21.86,1.3664,1.831,16.053,2.023,49.47,0.0,19.18,7.03,20.0,2.0,35,5,200
22,22.7,1.109,24.41,1.1095,1.687,11.993,2.091,37.14,0.0,19.18,12.41,20.0,2.0,35,5,300
31,25.8,1.678,52.01,1.6776,2.055,12.664,2.144,28.35,0.0,19.18,12.41,20.0,2.0,35,5,500
45,24.4,0.768,34.55,0.7677,1.438,10.311,2.32,20.19,0.0,19.18,22.16,20.0,2.0,35,5,1000
12,16.7,1.516,18.19,1.5157,1.902,19.181,2.017,64.4,0.0,19.18,11.95,20.0,2.0,35,7,100
14,21.4,2.477,34.68,2.4772,2.517,19.181,2.078,56.63,0.0,19.18,7.76,20.0,2.0,35,7,150
16,18.8,1.935,30.96,1.935,2.165,19.181,2.045,49.61,0.0,19.18,7.76,20.0,2.0,35,7,200
22,22.7,1.58,34.76,1.5801,1.964,14.168,2.122,37.31,0.0,19.18,13.14,20.0,2.0,35,7,300
31,25.8,2.313,71.72,2.3134,2.439,15.193,2.166,28.83,0.0,19.18,13.14,20.0,2.0,35,7,500
45,24.4,1.468,66.06,1.4679,1.832,13.223,2.335,20.74,0.0,19.18,20.25,20.0,2.0,35,7,1000
12,16.7,0.79,9.48,0.7902,1.561,13.199,1.692,5.6,0.0,19.18,7.16,20.0,3.0,35,1,100
14,21.4,0.628,8.79,0.628,1.427,9.797,1.873,5.44,0.0,19.18,10.85,20.0,3.0,35,1,150
16,18.8,0.245,3.92,0.2448,1.154,9.797,1.96,4.77,0.0,19.18,14.53,20.0,3.0,35,1,200
22,22.7,0.308,6.78,0.3081,1.224,7.406,1.779,4.27,0.0,19.18,13.96,20.0,3.0,35,1,300
31,25.8,0.38,11.77,0.3797,1.268,6.956,1.908,4.22,0.0,19.18,12.14,20.0,3.0,35,1,500
45,24.4,-0.389,-17.51,-0.3891,0.767,5.226,2.206,3.23,0.0,19.18,27.44,20.0,3.0,35,1,1000
12,16.7,1.488,17.86,1.4883,1.99,17.95,1.804,6.39,0.0,19.18,7.93,20.0,3.0,35,2,100
14,21.4,1.339,18.74,1.3385,1.863,13.487,1.975,6.23,0.0,19.18,11.61,20.0,3.0,35,2,150
16,18.8,0.814,13.02,0.8136,1.474,13.487,2.111,5.47,0.0,19.18,15.29,20.0,3.0,35,2,200
22,27.3,0.921,20.26,0.921,1.643,8.632,1.971,5.08,0.0,19.18,12.84,20.0,3.0,35,2,300
31,29.0,1.091,33.82,1.0911,1.729,8.91,2.108,5.26,0.0,19.18,13.52,20.0,3.0,35,2,500
45,24.4,0.083,3.71,0.0825,1.048,7.442,2.299,4.1,0.0,19.18,29.24,20.0,3.0,35,2,1000
12,16.7,1.116,13.4,1.1162,1.664,16.782,2.017,6.39,0.0,19.18,8.56,20.0,3.0,35,3,100
14,21.4,1.094,15.32,1.0944,1.642,13.057,2.168,6.23,0.0,19.18,11.61,20.0,3.0,35,3,150
16,18.8,0.623,9.96,0.6227,1.341,13.057,2.247,5.47,0.0,19.18,15.29,20.0,3.0,35,3,200
22,22.7,0.277,6.09,0.2767,1.158,8.922,2.266,5.08,0.0,19.18,22.47,20.0,3.0,35,3,300
31,25.8,0.684,21.2,0.6839,1.387,9.501,2.383,5.29,0.0,19.18,18.13,20.0,3.0,35,3,500
45,26.7,-0.151,-6.81,-0.1513,0.924,6.903,2.716,4.23,0.0,19.18,29.06,20.0,3.0,35,3,1000
12,25.0,2.49,29.88,2.4897,2.575,16.283,2.108,64.4,0.0,19.18,8.56,20.0,3.0,35,4,100
